Date,TempC,TempF
3/11/24 2:00,1.97,35.546
3/11/24 2:10,2.06,35.708
3/11/24 2:20,2.06,35.708
3/11/24 2:30,2.06,35.708
3/11/24 2:40,2.1,35.78
3/11/24 2:50,2.19,35.942
3/11/24 3:00,2.1,35.78
3/11/24 3:10,2.14,35.852
3/11/24 3:20,2.1,35.78
3/11/24 3:30,2.06,35.708
3/11/24 3:40,1.97,35.546
3/11/24 3:50,2.01,35.618
3/11/24 4:00,2.01,35.618
3/11/24 4:10,2.01,35.618
3/11/24 4:20,1.76,35.168
3/11/24 4:30,1.41,34.538
3/11/24 4:40,1.33,34.394
3/11/24 4:50,1.33,34.394
3/11/24 5:00,1.07,33.926
3/11/24 5:10,0.86,33.548
3/11/24 5:20,0.6,33.08
3/11/24 5:30,0.68,33.224
3/11/24 5:40,0.77,33.386
3/11/24 5:50,1.07,33.926
3/11/24 6:00,1.28,34.304
3/11/24 6:10,1.33,34.394
3/11/24 6:20,1.37,34.466
3/11/24 6:30,1.28,34.304
3/11/24 6:40,1.37,34.466
3/11/24 6:50,1.58,34.844
3/11/24 7:00,1.37,34.466
3/11/24 7:10,1.33,34.394
3/11/24 7:20,1.16,34.088
3/11/24 7:30,1.16,34.088
3/11/24 7:40,0.94,33.692
3/11/24 7:50,0.9,33.62
3/11/24 8:00,1.03,33.854
3/11/24 8:10,1.07,33.926
3/11/24 8:20,1.33,34.394
3/11/24 8:30,1.71,35.078
3/11/24 8:40,1.93,35.474
3/11/24 8:50,2.06,35.708
3/11/24 9:00,2.27,36.086
3/11/24 9:10,2.61,36.698
3/11/24 9:20,2.91,37.238
3/11/24 9:30,3.17,37.706
3/11/24 9:40,3.69,38.642
3/11/24 9:50,3.77,38.786
3/11/24 10:00,3.99,39.182
3/11/24 10:10,4.37,39.866
3/11/24 10:20,4.72,40.496
3/11/24 10:30,4.89,40.802
3/11/24 10:40,5.32,41.576
3/11/24 10:50,5.57,42.026
3/11/24 11:00,5.75,42.35
3/11/24 11:10,6.05,42.89
3/11/24 11:20,6.35,43.43
3/11/24 11:30,6.56,43.808
3/11/24 11:40,7.03,44.654
3/11/24 11:50,7.29,45.122
3/11/24 12:00,7.42,45.356
3/11/24 12:10,7.5,45.5
3/11/24 12:20,7.85,46.13
3/11/24 12:30,8.11,46.598
3/11/24 12:40,8.32,46.976
3/11/24 12:50,8.49,47.282
3/11/24 13:00,8.75,47.75
3/11/24 13:10,8.96,48.128
3/11/24 13:20,9.39,48.902
3/11/24 13:30,9.48,49.064
3/11/24 13:40,9.56,49.208
3/11/24 13:50,10.08,50.144
3/11/24 14:00,10.68,51.224
3/11/24 14:10,11.15,52.07
3/11/24 14:20,17.29,63.122
3/11/24 14:30,18.49,65.282
3/11/24 14:40,18.57,65.426
3/11/24 14:50,19.47,67.046
3/11/24 15:00,20.29,68.522
3/11/24 15:10,20.85,69.53
3/11/24 15:20,20.76,69.368
3/11/24 15:30,21.83,71.294
3/11/24 15:40,22.78,73.004
3/11/24 15:50,22.13,71.834
3/11/24 16:00,21.62,70.916
3/11/24 16:10,21.23,70.214
3/11/24 16:20,22.35,72.23
3/11/24 16:30,22.78,73.004
3/11/24 16:40,23.51,74.318
3/11/24 16:50,23.81,74.858
3/11/24 17:00,22.73,72.914
3/11/24 17:10,23.03,73.454
3/11/24 17:20,21.83,71.294
3/11/24 17:30,21.1,69.98
3/11/24 17:40,20.93,69.674
3/11/24 17:50,19.47,67.046
3/11/24 18:00,19.13,66.434
3/11/24 18:10,18.06,64.508
3/11/24 18:20,17.67,63.806
3/11/24 18:30,17.8,64.04
3/11/24 18:40,16.47,61.646
3/11/24 18:50,15.06,59.108
3/11/24 19:00,13.73,56.714
3/11/24 19:10,11.67,53.006
3/11/24 19:20,11.07,51.926
3/11/24 19:30,10.29,50.522
3/11/24 19:40,9.95,49.91
3/11/24 19:50,9.65,49.37
3/11/24 20:00,9.31,48.758
3/11/24 20:10,9.26,48.668
3/11/24 20:20,9.09,48.362
3/11/24 20:30,9.05,48.29
3/11/24 20:40,9.01,48.218
3/11/24 20:50,8.83,47.894
3/11/24 21:00,8.75,47.75
3/11/24 21:10,8.62,47.516
3/11/24 21:20,8.49,47.282
3/11/24 21:30,8.02,46.436
3/11/24 21:40,7.93,46.274
3/11/24 21:50,7.76,45.968
3/11/24 22:00,7.5,45.5
3/11/24 22:10,7.59,45.662
3/11/24 22:20,7.16,44.888
3/11/24 22:30,7.2,44.96
3/11/24 22:40,7.42,45.356
3/11/24 22:50,7.29,45.122
3/11/24 23:00,7.08,44.744
3/11/24 23:10,7.03,44.654
3/11/24 23:20,6.86,44.348
3/11/24 23:30,6.9,44.42
3/11/24 23:40,6.73,44.114
3/11/24 23:50,6.6,43.88
3/12/24 0:00,6.73,44.114
3/12/24 0:10,6.52,43.736
3/12/24 0:20,6.05,42.89
3/12/24 0:30,5.66,42.188
3/12/24 0:40,5.4,41.72
3/12/24 0:50,5.36,41.648
3/12/24 1:00,5.4,41.72
3/12/24 1:10,5.36,41.648
3/12/24 1:20,5.36,41.648
3/12/24 1:30,5.19,41.342
3/12/24 1:40,5.02,41.036
3/12/24 1:50,4.89,40.802
3/12/24 2:00,4.72,40.496
3/12/24 2:10,4.72,40.496
3/12/24 2:20,4.54,40.172
3/12/24 2:30,4.67,40.406
3/12/24 2:40,5.19,41.342
3/12/24 2:50,5.75,42.35
3/12/24 3:00,6.22,43.196
3/12/24 3:10,6.52,43.736
3/12/24 3:20,6.69,44.042
3/12/24 3:30,6.73,44.114
3/12/24 3:40,6.69,44.042
3/12/24 3:50,6.65,43.97
3/12/24 4:00,6.6,43.88
3/12/24 4:10,6.95,44.51
3/12/24 4:20,7.55,45.59
3/12/24 4:30,7.81,46.058
3/12/24 4:40,8.02,46.436
3/12/24 4:50,8.15,46.67
3/12/24 5:00,8.19,46.742
3/12/24 5:10,8.06,46.508
3/12/24 5:20,8.36,47.048
3/12/24 5:30,8.06,46.508
3/12/24 5:40,7.81,46.058
3/12/24 5:50,7.72,45.896
3/12/24 6:00,7.55,45.59
3/12/24 6:10,6.95,44.51
3/12/24 6:20,6.69,44.042
3/12/24 6:30,6.43,43.574
3/12/24 6:40,6.3,43.34
3/12/24 6:50,6.35,43.43
3/12/24 7:00,6.35,43.43
3/12/24 7:10,6.39,43.502
3/12/24 7:20,6.43,43.574
3/12/24 7:30,6.26,43.268
3/12/24 7:40,6.05,42.89
3/12/24 7:50,6.26,43.268
3/12/24 8:00,6.17,43.106
3/12/24 8:10,6.35,43.43
3/12/24 8:20,6.65,43.97
3/12/24 8:30,7.12,44.816
3/12/24 8:40,7.46,45.428
3/12/24 8:50,7.98,46.364
3/12/24 9:00,8.36,47.048
3/12/24 9:10,8.83,47.894
3/12/24 9:20,9.18,48.524
3/12/24 9:30,9.48,49.064
3/12/24 9:40,9.61,49.298
3/12/24 9:50,9.74,49.532
3/12/24 10:00,10.04,50.072
3/12/24 10:10,10.38,50.684
3/12/24 10:20,10.94,51.692
3/12/24 10:30,11.45,52.61
3/12/24 10:40,12.01,53.618
3/12/24 10:50,12.52,54.536
3/12/24 11:00,13.04,55.472
3/12/24 11:10,13.25,55.85
3/12/24 11:20,13.47,56.246
3/12/24 11:30,13.81,56.858
3/12/24 11:40,14.24,57.632
3/12/24 11:50,14.58,58.244
3/12/24 12:00,15.06,59.108
3/12/24 12:10,15.4,59.72
3/12/24 12:20,15.96,60.728
3/12/24 12:30,16.26,61.268
3/12/24 12:40,16.43,61.574
3/12/24 12:50,16.86,62.348
3/12/24 13:00,17.2,62.96
3/12/24 13:10,17.41,63.338
3/12/24 13:20,17.67,63.806
3/12/24 13:30,17.84,64.112
3/12/24 13:40,18.4,65.12
3/12/24 13:50,18.92,66.056
3/12/24 14:00,19.39,66.902
3/12/24 14:10,20.8,69.44
3/12/24 14:20,26.81,80.258
3/12/24 14:30,29.08,84.344
3/12/24 14:40,29.86,85.748
3/12/24 14:50,28.61,83.498
3/12/24 15:00,29.3,84.74
3/12/24 15:10,30.59,87.062
3/12/24 15:20,30.37,86.666
3/12/24 15:30,31.19,88.142
3/12/24 15:40,30.84,87.512
3/12/24 15:50,29.43,84.974
3/12/24 16:00,31.57,88.826
3/12/24 16:10,32.77,90.986
3/12/24 16:20,33.2,91.76
3/12/24 16:30,34.1,93.38
3/12/24 16:40,32.09,89.762
3/12/24 16:50,31.44,88.592
3/12/24 17:00,32.13,89.834
3/12/24 17:10,31.06,87.908
3/12/24 17:20,30.41,86.738
3/12/24 17:30,29.73,85.514
3/12/24 17:40,29.94,85.892
3/12/24 17:50,29.21,84.578
3/12/24 18:00,28.83,83.894
3/12/24 18:10,27.93,82.274
3/12/24 18:20,27.71,81.878
3/12/24 18:30,25.69,78.242
3/12/24 18:40,25.01,77.018
3/12/24 18:50,22.69,72.842
3/12/24 19:00,20.98,69.764
3/12/24 19:10,19.77,67.586
3/12/24 19:20,19,66.2
3/12/24 19:30,18.23,64.814
3/12/24 19:40,17.72,63.896
3/12/24 19:50,17.5,63.5
3/12/24 20:00,17.11,62.798
3/12/24 20:10,16.77,62.186
3/12/24 20:20,16.3,61.34
3/12/24 20:30,16.26,61.268
3/12/24 20:40,16.08,60.944
3/12/24 20:50,15.83,60.494
3/12/24 21:00,15.57,60.026
3/12/24 21:10,15.36,59.648
3/12/24 21:20,15.06,59.108
3/12/24 21:30,14.63,58.334
3/12/24 21:40,13.73,56.714
3/12/24 21:50,13.25,55.85
3/12/24 22:00,13.55,56.39
3/12/24 22:10,13.68,56.624
3/12/24 22:20,13.81,56.858
3/12/24 22:30,14.11,57.398
3/12/24 22:40,13.47,56.246
3/12/24 22:50,12.87,55.166
3/12/24 23:00,12.52,54.536
3/12/24 23:10,11.92,53.456
3/12/24 23:20,11.71,53.078
3/12/24 23:30,11.45,52.61
3/12/24 23:40,11.45,52.61
3/12/24 23:50,11.32,52.376
3/13/24 0:00,10.85,51.53
3/13/24 0:10,10.38,50.684
3/13/24 0:20,10.38,50.684
3/13/24 0:30,10.12,50.216
3/13/24 0:40,9.99,49.982
3/13/24 0:50,9.82,49.676
3/13/24 1:00,9.65,49.37
3/13/24 1:10,9.35,48.83
3/13/24 1:20,9.26,48.668
3/13/24 1:30,8.96,48.128
3/13/24 1:40,8.62,47.516
3/13/24 1:50,8.28,46.904
3/13/24 2:00,8.19,46.742
3/13/24 2:10,8.02,46.436
3/13/24 2:20,7.98,46.364
3/13/24 2:30,7.76,45.968
3/13/24 2:40,7.63,45.734
3/13/24 2:50,7.55,45.59
3/13/24 3:00,7.16,44.888
3/13/24 3:10,6.9,44.42
3/13/24 3:20,6.69,44.042
3/13/24 3:30,6.78,44.204
3/13/24 3:40,6.48,43.664
3/13/24 3:50,6.39,43.502
3/13/24 4:00,6.26,43.268
3/13/24 4:10,6.48,43.664
3/13/24 4:20,6.43,43.574
3/13/24 4:30,6.09,42.962
3/13/24 4:40,5.92,42.656
3/13/24 4:50,5.75,42.35
3/13/24 5:00,5.57,42.026
3/13/24 5:10,5.4,41.72
3/13/24 5:20,5.27,41.486
3/13/24 5:30,5.15,41.27
3/13/24 5:40,4.97,40.946
3/13/24 5:50,4.89,40.802
3/13/24 6:00,4.8,40.64
3/13/24 6:10,4.8,40.64
3/13/24 6:20,4.93,40.874
3/13/24 6:30,5.1,41.18
3/13/24 6:40,5.23,41.414
3/13/24 6:50,5.02,41.036
3/13/24 7:00,5.02,41.036
3/13/24 7:10,5.06,41.108
3/13/24 7:20,4.72,40.496
3/13/24 7:30,4.63,40.334
3/13/24 7:40,4.63,40.334
3/13/24 7:50,4.8,40.64
3/13/24 8:00,4.97,40.946
3/13/24 8:10,5.1,41.18
3/13/24 8:20,5.4,41.72
3/13/24 8:30,5.53,41.954
3/13/24 8:40,5.79,42.422
3/13/24 8:50,6.17,43.106
3/13/24 9:00,6.69,44.042
3/13/24 9:10,7.46,45.428
3/13/24 9:20,8.28,46.904
3/13/24 9:30,9.18,48.524
3/13/24 9:40,10.21,50.378
3/13/24 9:50,11.15,52.07
3/13/24 10:00,11.71,53.078
3/13/24 10:10,11.84,53.312
3/13/24 10:20,12.52,54.536
3/13/24 10:30,13.43,56.174
3/13/24 10:40,14.37,57.866
3/13/24 10:50,14.97,58.946
3/13/24 11:00,14.84,58.712
3/13/24 11:10,14.84,58.712
3/13/24 11:20,14.97,58.946
3/13/24 11:30,15.44,59.792
3/13/24 11:40,16.21,61.178
3/13/24 11:50,16.94,62.492
3/13/24 12:00,17.37,63.266
3/13/24 12:10,17.63,63.734
3/13/24 12:20,17.8,64.04
3/13/24 12:30,18.02,64.436
3/13/24 12:40,18.44,65.192
3/13/24 12:50,18.74,65.732
3/13/24 13:00,19.6,67.28
3/13/24 13:10,19.86,67.748
3/13/24 13:20,19.99,67.982
3/13/24 13:30,20.55,68.99
3/13/24 13:40,20.72,69.296
3/13/24 13:50,20.76,69.368
3/13/24 14:00,21.32,70.376
3/13/24 14:10,22.69,72.842
3/13/24 14:20,28.14,82.652
3/13/24 14:30,26.08,78.944
3/13/24 14:40,28.1,82.58
3/13/24 14:50,33.29,91.922
3/13/24 15:00,34.88,94.784
3/13/24 15:10,34.45,94.01
3/13/24 15:20,34.02,93.236
3/13/24 15:30,34.75,94.55
3/13/24 15:40,35.65,96.17
3/13/24 15:50,34.79,94.622
3/13/24 16:00,35.13,95.234
3/13/24 16:10,36.08,96.944
3/13/24 16:20,32.9,91.22
3/13/24 16:30,33.33,91.994
3/13/24 16:40,34.32,93.776
3/13/24 16:50,32.94,91.292
3/13/24 17:00,32.77,90.986
3/13/24 17:10,31.27,88.286
3/13/24 17:20,32,89.6
3/13/24 17:30,30.89,87.602
3/13/24 17:40,30.5,86.9
3/13/24 17:50,28.1,82.58
3/13/24 18:00,23.55,74.39
3/13/24 18:10,22.43,72.374
3/13/24 18:20,21.53,70.754
3/13/24 18:30,20.89,69.602
3/13/24 18:40,20.46,68.828
3/13/24 18:50,20.2,68.36
3/13/24 19:00,20.42,68.756
3/13/24 19:10,20.03,68.054
3/13/24 19:20,19.09,66.362
3/13/24 19:30,18.44,65.192
3/13/24 19:40,17.93,64.274
3/13/24 19:50,17.33,63.194
3/13/24 20:00,16.77,62.186
3/13/24 20:10,16.6,61.88
3/13/24 20:20,16.69,62.042
3/13/24 20:30,16.69,62.042
3/13/24 20:40,16.64,61.952
3/13/24 20:50,16.56,61.808
3/13/24 21:00,16.39,61.502
3/13/24 21:10,15.91,60.638
3/13/24 21:20,15.61,60.098
3/13/24 21:30,15.36,59.648
3/13/24 21:40,15.23,59.414
3/13/24 21:50,14.71,58.478
3/13/24 22:00,14.24,57.632
3/13/24 22:10,14.11,57.398
3/13/24 22:20,13.64,56.552
3/13/24 22:30,13.34,56.012
3/13/24 22:40,13,55.4
3/13/24 22:50,12.57,54.626
3/13/24 23:00,12.14,53.852
3/13/24 23:10,12.14,53.852
3/13/24 23:20,11.84,53.312
3/13/24 23:30,11.79,53.222
3/13/24 23:40,11.79,53.222
3/13/24 23:50,11.49,52.682
3/14/24 0:00,11.24,52.232
3/14/24 0:10,11.19,52.142
3/14/24 0:20,10.85,51.53
3/14/24 0:30,10.64,51.152
3/14/24 0:40,10.34,50.612
3/14/24 0:50,10.34,50.612
3/14/24 1:00,10.08,50.144
3/14/24 1:10,9.86,49.748
3/14/24 1:20,9.69,49.442
3/14/24 1:30,9.48,49.064
3/14/24 1:40,9.56,49.208
3/14/24 1:50,9.09,48.362
3/14/24 2:00,9.05,48.29
3/14/24 2:10,8.83,47.894
3/14/24 2:20,8.83,47.894
3/14/24 2:30,8.83,47.894
3/14/24 2:40,8.83,47.894
3/14/24 2:50,8.79,47.822
3/14/24 3:00,8.36,47.048
3/14/24 3:10,8.28,46.904
3/14/24 3:20,8.41,47.138
3/14/24 3:30,8.62,47.516
3/14/24 3:40,8.53,47.354
3/14/24 3:50,8.11,46.598
3/14/24 4:00,7.93,46.274
3/14/24 4:10,7.85,46.13
3/14/24 4:20,7.93,46.274
3/14/24 4:30,7.81,46.058
3/14/24 4:40,7.55,45.59
3/14/24 4:50,7.55,45.59
3/14/24 5:00,7.38,45.284
3/14/24 5:10,7.2,44.96
3/14/24 5:20,7.12,44.816
3/14/24 5:30,7.08,44.744
3/14/24 5:40,7.03,44.654
3/14/24 5:50,6.95,44.51
3/14/24 6:00,6.86,44.348
3/14/24 6:10,6.82,44.276
3/14/24 6:20,6.78,44.204
3/14/24 6:30,6.52,43.736
3/14/24 6:40,6.39,43.502
3/14/24 6:50,6.3,43.34
3/14/24 7:00,6.35,43.43
3/14/24 7:10,6.17,43.106
3/14/24 7:20,6,42.8
3/14/24 7:30,6.05,42.89
3/14/24 7:40,6,42.8
3/14/24 7:50,6.13,43.034
3/14/24 8:00,6.6,43.88
3/14/24 8:10,7.16,44.888
3/14/24 8:20,7.42,45.356
3/14/24 8:30,7.85,46.13
3/14/24 8:40,8.06,46.508
3/14/24 8:50,8.41,47.138
3/14/24 9:00,8.71,47.678
3/14/24 9:10,9.09,48.362
3/14/24 9:20,9.52,49.136
3/14/24 9:30,9.99,49.982
3/14/24 9:40,10.59,51.062
3/14/24 9:50,11.28,52.304
3/14/24 10:00,12.27,54.086
3/14/24 10:10,13,55.4
3/14/24 10:20,13.38,56.084
3/14/24 10:30,14.11,57.398
3/14/24 10:40,15.01,59.018
3/14/24 10:50,15.61,60.098
3/14/24 11:00,16.13,61.034
3/14/24 11:10,16.69,62.042
3/14/24 11:20,17.33,63.194
3/14/24 11:30,17.97,64.346
3/14/24 11:40,18.4,65.12
3/14/24 11:50,19.39,66.902
3/14/24 12:00,19.95,67.91
3/14/24 12:10,20.63,69.134
3/14/24 12:20,21.19,70.142
3/14/24 12:30,21.62,70.916
3/14/24 12:40,22.05,71.69
3/14/24 12:50,22.52,72.536
3/14/24 13:00,22.35,72.23
3/14/24 13:10,22.26,72.068
3/14/24 13:20,22.35,72.23
3/14/24 13:30,22.52,72.536
3/14/24 13:40,22.95,73.31
3/14/24 13:50,22.91,73.238
3/14/24 14:00,23.25,73.85
3/14/24 14:10,25.09,77.162
3/14/24 14:20,31.14,88.052
3/14/24 14:30,33.33,91.994
3/14/24 14:40,33.55,92.39
3/14/24 14:50,33.67,92.606
3/14/24 15:00,31.87,89.366
3/14/24 15:10,33.37,92.066
3/14/24 15:20,32.13,89.834
3/14/24 15:30,33.85,92.93
3/14/24 15:40,32.52,90.536
3/14/24 15:50,33.03,91.454
3/14/24 16:00,33.8,92.84
3/14/24 16:10,32.94,91.292
3/14/24 16:20,31.06,87.908
3/14/24 16:30,31.79,89.222
3/14/24 16:40,33.03,91.454
3/14/24 16:50,30.41,86.738
3/14/24 17:00,28.31,82.958
3/14/24 17:10,26.9,80.42
3/14/24 17:20,25.91,78.638
3/14/24 17:30,25.09,77.162
3/14/24 17:40,24.36,75.848
3/14/24 17:50,23.98,75.164
3/14/24 18:00,23.85,74.93
3/14/24 18:10,23.72,74.696
3/14/24 18:20,23.68,74.624
3/14/24 18:30,23.38,74.084
3/14/24 18:40,23.21,73.778
3/14/24 18:50,22.86,73.148
3/14/24 19:00,22.48,72.464
3/14/24 19:10,22.09,71.762
3/14/24 19:20,21.7,71.06
3/14/24 19:30,21.4,70.52
3/14/24 19:40,21.36,70.448
3/14/24 19:50,21.23,70.214
3/14/24 20:00,21.19,70.142
3/14/24 20:10,21.02,69.836
3/14/24 20:20,20.8,69.44
3/14/24 20:30,20.63,69.134
3/14/24 20:40,20.33,68.594
3/14/24 20:50,19.95,67.91
3/14/24 21:00,19.73,67.514
3/14/24 21:10,19.17,66.506
3/14/24 21:20,19.35,66.83
3/14/24 21:30,19.26,66.668
3/14/24 21:40,19.26,66.668
3/14/24 21:50,19.09,66.362
3/14/24 22:00,19,66.2
3/14/24 22:10,18.27,64.886
3/14/24 22:20,17.89,64.202
3/14/24 22:30,17.63,63.734
3/14/24 22:40,17.46,63.428
3/14/24 22:50,17.59,63.662
3/14/24 23:00,17.63,63.734
3/14/24 23:10,17.59,63.662
3/14/24 23:20,17.5,63.5
3/14/24 23:30,17.72,63.896
3/14/24 23:40,18.02,64.436
3/14/24 23:50,18.36,65.048
3/15/24 0:00,18.53,65.354
3/15/24 0:10,18.57,65.426
3/15/24 0:20,18.53,65.354
3/15/24 0:30,17.97,64.346
3/15/24 0:40,16.99,62.582
3/15/24 0:50,16.73,62.114
3/15/24 1:00,16.51,61.718
3/15/24 1:10,16.51,61.718
3/15/24 1:20,16.73,62.114
3/15/24 1:30,16.73,62.114
3/15/24 1:40,15.96,60.728
3/15/24 1:50,16,60.8
3/15/24 2:00,16.13,61.034
3/15/24 2:10,16.69,62.042
3/15/24 2:20,16.9,62.42
3/15/24 2:30,17.11,62.798
3/15/24 2:40,17.54,63.572
3/15/24 2:50,17.63,63.734
3/15/24 3:00,16.94,62.492
3/15/24 3:10,16.69,62.042
3/15/24 3:20,17.41,63.338
3/15/24 3:30,17.93,64.274
3/15/24 3:40,17.76,63.968
3/15/24 3:50,17.11,62.798
3/15/24 4:00,16.6,61.88
3/15/24 4:10,16.17,61.106
3/15/24 4:20,15.91,60.638
3/15/24 4:30,15.83,60.494
3/15/24 4:40,15.66,60.188
3/15/24 4:50,15.4,59.72
3/15/24 5:00,15.14,59.252
3/15/24 5:10,15.06,59.108
3/15/24 5:20,14.93,58.874
3/15/24 5:30,14.8,58.64
3/15/24 5:40,14.84,58.712
3/15/24 5:50,14.97,58.946
3/15/24 6:00,14.8,58.64
3/15/24 6:10,14.93,58.874
3/15/24 6:20,14.45,58.01
3/15/24 6:30,14.28,57.704
3/15/24 6:40,14.15,57.47
3/15/24 6:50,14.03,57.254
3/15/24 7:00,14.03,57.254
3/15/24 7:10,14.28,57.704
3/15/24 7:20,14.45,58.01
3/15/24 7:30,14.88,58.784
3/15/24 7:40,15.23,59.414
3/15/24 7:50,14.63,58.334
3/15/24 8:00,14.71,58.478
3/15/24 8:10,15.06,59.108
3/15/24 8:20,14.93,58.874
3/15/24 8:30,15.31,59.558
3/15/24 8:40,15.87,60.566
3/15/24 8:50,16.26,61.268
3/15/24 9:00,16.6,61.88
3/15/24 9:10,16.86,62.348
3/15/24 9:20,17.2,62.96
3/15/24 9:30,17.54,63.572
3/15/24 9:40,17.97,64.346
3/15/24 9:50,18.44,65.192
3/15/24 10:00,18.92,66.056
3/15/24 10:10,19.39,66.902
3/15/24 10:20,19.99,67.982
